,host_response_rate,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,amenities,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_since_years
48,0.9,Outram,Central Region,1.28405,103.84424,Other,Hotel room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Dryer"", ""Air conditioning"", ""TV with standard cable"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Patio or balcony"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",61.0,237,93,4.67,4.72,4.66,4.88,4.85,4.9,4.62,10
49,0.9,Outram,Central Region,1.28466,103.84255,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Keypad"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",69.0,331,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,10
50,1.0,Bedok,East Region,1.31805,103.92361,House,Private room,1,1.0,1.0,"[""Air conditioning"", ""Shampoo"", ""Iron"", ""Free street parking"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Luggage dropoff allowed"", ""Hot water"", ""Hangers"", ""TV"", ""Self check-in"", ""Wifi"", ""Keypad"", ""Long term stays allowed"", ""Washer""]",95.0,365,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,11
51,1.0,Bedok,East Region,1.3209,103.91569,House,Private room,1,1.0,1.0,"[""Air conditioning"", ""TV with standard cable"", ""Kitchen"", ""Free parking on premises"", ""Wifi"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",49.0,79,3,4.67,5.0,5.0,5.0,5.0,5.0,4.33,10
52,1.0,Bedok,East Region,1.32204,103.92125,House,Private room,2,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Free parking on premises"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",60.0,92,2,5.0,4.5,4.5,4.5,4.5,4.5,4.5,10
53,0.67,Downtown Core,Central Region,1.27525,103.84524,Apartment,Private room,4,1.0,1.0,"[""Cooking basics"", ""First aid kit"", ""EV charger"", ""Refrigerator"", ""Lockbox"", ""Kitchen"", ""Hair dryer"", ""Smoking allowed"", ""Hot tub"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Cleaning available during stay"", ""Dryer"", ""Dishwasher"", ""Beach access \u2013 Beachfront"", ""Pool"", ""Paid parking on premises"", ""Gym"", ""Stove"", ""Lock on bedroom door"", ""Ethernet connection"", ""Air conditioning"", ""TV with standard cable"", ""Essentials"", ""Hangers"", ""Waterfront"", ""Dishes and silverware"", ""Paid parking off premises"", ""Patio or balcony"", ""Self check-in"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Pocket wifi"", ""Shampoo"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Coffee maker"", ""Washer""]",119.0,358,77,4.51,4.62,4.63,4.67,4.67,4.85,4.46,11
54,1.0,Bedok,East Region,1.32301,103.92211,House,Private room,1,1.0,1.0,"[""Air conditioning"", ""Free parking on premises"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",68.0,173,5,4.8,5.0,5.0,4.8,5.0,4.6,4.6,10
55,1.0,Bedok,East Region,1.31963,103.924,House,Private room,1,1.0,4.0,"[""Long term stays allowed"", ""Washer""]",95.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,11
56,0.98,Novena,Central Region,1.32453,103.85255,Apartment,Private room,1,1.0,2.0,"[""Air conditioning"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",343.0,173,2,3.5,2.0,3.0,4.0,5.0,3.0,2.5,10
57,1.0,Bedok,East Region,1.31936,103.91663,Other,Entire home/apt,5,1.0,3.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Lockbox"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Iron"", ""Microwave"", ""Children\u2019s books and toys"", ""Changing table"", ""Air conditioning"", ""TV with standard cable"", ""Free street parking"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Self check-in"", ""Backyard"", ""Shampoo"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Hot water"", ""Carbon monoxide alarm"", ""Washer""]",139.0,261,369,4.93,4.88,4.94,4.95,4.95,4.8,4.85,10
59,0.75,Hougang,North-East Region,1.36722,103.89765,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Drying rack for clothing"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Gym"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""TV with standard cable"", ""Essentials"", ""Clothing storage: closet"", ""Hangers"", ""Waterfront"", ""Dishes and silverware"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Body soap"", ""Washer""]",50.0,304,14,4.79,4.71,4.5,4.79,4.86,4.0,4.5,10
60,0.98,Woodlands,North Region,1.44076,103.77626,Apartment,Private room,1,1.0,1.0,"[""TV with standard cable"", ""Elevator"", ""Kitchen"", ""Smoking allowed"", ""Dryer"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",30.0,0,5,4.75,4.75,4.5,5.0,4.5,4.25,5.0,9
61,0.33,Singapore River,Central Region,1.29182,103.83496,House,Entire home/apt,2,1.0,1.0,"[""Air conditioning"", ""Elevator"", ""Kitchen"", ""Dryer"", ""Free parking on premises"", ""Pool"", ""Gym"", ""Long term stays allowed"", ""Washer""]",150.0,365,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,9
62,1.0,Kallang,Central Region,1.3117,103.86028,Hotel,Private room,1,1.0,1.0,"[""First aid kit"", ""Refrigerator"", ""Paid washer"", ""Hair dryer"", ""Toaster"", ""Bathtub"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Drying rack for clothing"", ""Portable fans"", ""Microwave"", ""Keypad"", ""Lock on bedroom door"", ""Paid parking garage off premises"", ""Air conditioning"", ""Ceiling fan"", ""Freezer"", ""Essentials"", ""Hangers"", ""Sunsilk shampoo"", ""Self check-in"", ""Fire extinguisher"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water""]",78.0,266,79,4.53,4.48,4.54,4.82,4.79,4.74,4.45,9
63,1.0,Kallang,Central Region,1.3117,103.86028,Hotel,Private room,2,1.0,1.0,"[""First aid kit"", ""Refrigerator"", ""Paid washer"", ""Hair dryer"", ""Toaster"", ""Bathtub"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Drying rack for clothing"", ""Portable fans"", ""Microwave"", ""Keypad"", ""Lock on bedroom door"", ""Paid parking garage off premises"", ""Air conditioning"", ""Ceiling fan"", ""Security cameras on property"", ""Freezer"", ""Essentials"", ""Hangers"", ""Sunsilk shampoo"", ""Self check-in"", ""Fire extinguisher"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water""]",110.0,263,66,4.55,4.62,4.62,4.91,4.91,4.69,4.59,9
64,1.0,Kallang,Central Region,1.3117,103.86028,Hotel,Private room,1,1.0,1.0,"[""First aid kit"", ""Refrigerator"", ""Paid washer"", ""Hair dryer"", ""Toaster"", ""Bathtub"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Drying rack for clothing"", ""Portable fans"", ""Microwave"", ""Keypad"", ""Lock on bedroom door"", ""Paid parking garage off premises"", ""Air conditioning"", ""Ceiling fan"", ""Security cameras on property"", ""Freezer"", ""Essentials"", ""Hangers"", ""Sunsilk shampoo"", ""Self check-in"", ""Fire extinguisher"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Sunsilk conditioner""]",78.0,263,19,4.53,4.58,4.47,4.84,4.84,4.79,4.53,9
65,0.9,Kallang,Central Region,1.31117,103.86214,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Pool"", ""Keypad"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",49.0,331,1,4.0,4.0,3.0,5.0,5.0,5.0,3.0,10
66,0.98,Queenstown,Central Region,1.30692,103.8007,House,Shared room,1,1.0,1.0,"[""Shampoo"", ""Elevator"", ""Essentials"", ""Kitchen"", ""Smoking allowed"", ""Dryer"", ""Free parking on premises"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",75.0,365,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,12
67,1.0,Queenstown,Central Region,1.2805,103.78439,Hotel,Private room,1,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Dryer"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""Building staff"", ""Free street parking"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Paid parking off premises"", ""Patio or balcony"", ""Self check-in"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Hot water"", ""Carbon monoxide alarm"", ""Washer""]",212.0,254,15,4.53,4.47,4.4,4.87,4.73,4.53,4.53,12
68,0.86,Orchard,Central Region,1.30085,103.84318,Apartment,Private room,1,1.0,1.0,"[""Air conditioning"", ""Essentials"", ""Kitchen"", ""Dryer"", ""Pool"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",80.0,364,1,2.0,3.0,3.0,2.0,4.0,5.0,2.0,9
69,1.0,Hougang,North-East Region,1.35956,103.88423,Apartment,Private room,1,1.0,1.0,"[""Air conditioning"", ""TV with standard cable"", ""Shampoo"", ""Security cameras on property"", ""Iron"", ""First aid kit"", ""Shared pool"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Paid parking on premises"", ""Hangers"", ""Hot water"", ""Dedicated workspace"", ""Host greets you"", ""Wifi"", ""Paid parking off premises"", ""Long term stays allowed""]",96.0,264,9,4.89,5.0,4.89,5.0,5.0,5.0,4.78,11
70,0.0,Museum,Central Region,1.29973,103.84658,Apartment,Private room,1,1.0,1.0,"[""First aid kit"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Hot tub"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Elevator"", ""Dryer"", ""Pool"", ""Gym"", ""Lock on bedroom door"", ""Host greets you"", ""Air conditioning"", ""TV with standard cable"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Hot water"", ""Carbon monoxide alarm"", ""Washer""]",110.0,281,7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10
71,0.0,Tampines,East Region,1.34806,103.95858,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Smoking allowed"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Keypad"", ""Gym"", ""Single level home"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Shared pool"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",98.0,365,13,4.85,4.92,5.0,4.85,4.85,4.85,4.69,9
72,0.0,Tampines,East Region,1.34798,103.9617,Apartment,Private room,1,1.0,1.0,"[""Indoor fireplace"", ""Air conditioning"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Heating"", ""Elevator"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Hot water"", ""TV"", ""Pool"", ""Wifi"", ""Gym"", ""Host greets you"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer""]",89.0,362,10,4.75,4.86,4.63,4.88,4.88,4.88,4.63,9
73,0.98,Pasir Ris,East Region,1.36449,103.95931,Apartment,Private room,2,1.0,2.0,"[""Air conditioning"", ""First aid kit"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",80.0,0,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,9
74,0.8,Outram,Central Region,1.28424,103.84275,Apartment,Private room,1,1.0,1.0,"[""Cooking basics"", ""Heating"", ""Refrigerator"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Dryer"", ""Paid parking on premises"", ""Keypad"", ""Stove"", ""Lock on bedroom door"", ""Air conditioning"", ""Essentials"", ""Hangers"", ""Hot water kettle"", ""Dishes and silverware"", ""Paid parking off premises"", ""Self check-in"", ""Extra pillows and blankets"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",69.0,177,2,4.0,4.0,3.5,4.5,4.5,5.0,4.0,11
75,0.0,Outram,Central Region,1.28497,103.84341,Hotel,Hotel room,12,1.0,12.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Hair dryer"", ""Dryer"", ""Hot water"", ""Wifi"", ""Breakfast"", ""Paid parking off premises"", ""Long term stays allowed"", ""Washer""]",31.0,365,18,3.94,4.0,4.44,4.33,4.44,4.72,4.33,9
76,0.98,Rochor,Central Region,1.30376,103.85923,Hotel,Private room,1,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",58.0,0,20,4.7,4.85,4.6,4.9,4.75,4.95,4.65,10
77,0.98,Rochor,Central Region,1.30171,103.85959,Hotel,Private room,3,1.0,1.0,"[""Air conditioning"", ""Shampoo"", ""Smoke alarm"", ""Dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",90.0,0,6,4.0,4.83,4.33,4.83,5.0,5.0,4.17,10
78,0.98,Rochor,Central Region,1.30148,103.85813,Hotel,Private room,2,1.0,1.0,"[""Long term stays allowed""]",58.0,0,28,4.43,4.78,4.22,4.93,4.93,4.59,4.63,10
79,0.98,Bedok,East Region,1.31786,103.9059,Apartment,Private room,1,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""TV with standard cable"", ""First aid kit"", ""Smoke alarm"", ""Elevator"", ""Kitchen"", ""Smoking allowed"", ""Dryer"", ""Free parking on premises"", ""Pool"", ""Wifi"", ""Gym"", ""Long term stays allowed"", ""Washer""]",88.0,362,2,5.0,5.0,4.5,4.5,5.0,5.0,5.0,9
80,0.98,Rochor,Central Region,1.30348,103.85969,Hotel,Private room,1,1.0,1.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",58.0,0,10,4.3,4.6,4.1,4.9,4.9,4.7,4.3,10
81,1.0,Kallang,Central Region,1.31179,103.86002,Hotel,Private room,1,1.0,1.0,"[""First aid kit"", ""Refrigerator"", ""Paid washer"", ""Hair dryer"", ""Toaster"", ""Bathtub"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Drying rack for clothing"", ""Portable fans"", ""Microwave"", ""Keypad"", ""Lock on bedroom door"", ""Paid parking garage off premises"", ""Air conditioning"", ""Ceiling fan"", ""Security cameras on property"", ""Freezer"", ""Essentials"", ""Hangers"", ""Sunsilk shampoo"", ""Self check-in"", ""Fire extinguisher"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Hot water""]",78.0,266,226,4.54,4.61,4.6,4.84,4.85,4.71,4.54,9
83,0.0,Outram,Central Region,1.28172,103.84074,Apartment,Private room,2,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Elevator"", ""Kitchen"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",50.0,365,0,4.72,4.8,4.69,4.93,4.95,4.88,4.6,9
84,0.0,Outram,Central Region,1.28268,103.84463,Hotel,Hotel room,12,1.0,12.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Hair dryer"", ""Dryer"", ""Hot water"", ""Wifi"", ""Breakfast"", ""Paid parking off premises"", ""Long term stays allowed"", ""Washer""]",31.0,365,49,4.4,4.54,4.4,4.53,4.4,4.79,4.49,9
85,0.0,Outram,Central Region,1.283,103.84344,Hotel,Hotel room,12,1.0,12.0,"[""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Smoke alarm"", ""Bed linens"", ""Essentials"", ""Hair dryer"", ""Dryer"", ""Hot water"", ""Wifi"", ""Breakfast"", ""Paid parking off premises"", ""Long term stays allowed"", ""Washer""]",31.0,365,21,4.35,4.45,4.4,4.85,4.7,4.75,4.45,9
86,0.8,Kallang,Central Region,1.31629,103.84942,House,Entire home/apt,3,1.0,1.0,"[""Air conditioning"", ""TV with standard cable"", ""Shampoo"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Shared pool"", ""Elevator"", ""Essentials"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""Smart lock"", ""Self check-in"", ""Washer""]",260.0,243,122,4.7,4.72,4.8,4.88,4.9,4.57,4.51,14
87,1.0,Tanglin,Central Region,1.29565,103.82867,House,Entire home/apt,3,1.0,2.0,"[""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""High chair"", ""Children\u2019s dinnerware"", ""Iron"", ""Shared outdoor pool - available all year, open specific hours, infinity"", ""Pack \u2019n play/Travel crib"", ""Crib"", ""Elevator"", ""Dryer"", ""Children\u2019s books and toys"", ""Keypad"", ""Gym"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Dishes and silverware"", ""Self check-in"", ""Extra pillows and blankets"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Babysitter recommendations"", ""Hot water"", ""Carbon monoxide alarm"", ""Induction stove"", ""AC - split type ductless system"", ""Washer""]",155.0,98,170,4.94,4.92,4.93,4.97,4.98,4.82,4.86,9
88,0.0,Geylang,Central Region,1.3111,103.8812,Apartment,Private room,2,1.0,1.0,"[""Kitchen"", ""Hair dryer"", ""Private entrance"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Elevator"", ""Dryer"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""Building staff"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Hot water"", ""Washer""]",100.0,365,133,4.41,4.61,4.36,4.77,4.69,4.47,4.51,9
89,1.0,Kallang,Central Region,1.29997,103.88536,Other,Entire home/apt,3,1.0,1.0,"[""Indoor fireplace"", ""Cooking basics"", ""Refrigerator"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Oven"", ""Iron"", ""Microwave"", ""Elevator"", ""Beach access \u2013 Beachfront"", ""Pool"", ""Keypad"", ""Gym"", ""Stove"", ""Air conditioning"", ""TV with standard cable"", ""Essentials"", ""Free parking on premises"", ""Hangers"", ""Waterfront"", ""Dishes and silverware"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Hot water"", ""Carbon monoxide alarm"", ""Lake access"", ""Washer""]",150.0,0,5,5.0,4.75,5.0,5.0,5.0,4.0,5.0,9
90,0.98,Serangoon,North-East Region,1.38763,103.86942,House,Entire home/apt,2,1.0,2.0,"[""Air conditioning"", ""TV with standard cable"", ""Oven"", ""Refrigerator"", ""Microwave"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Dryer"", ""Free parking on premises"", ""Gym"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Dishes and silverware"", ""Stove"", ""Patio or balcony"", ""Long term stays allowed"", ""Washer""]",106.0,88,9,4.22,4.67,4.89,4.89,5.0,4.0,4.11,9
91,1.0,Downtown Core,Central Region,1.29489,103.85401,Hotel,Entire home/apt,2,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Wifi"", ""Smart lock"", ""Long term stays allowed"", ""Iron"", ""Microwave"", ""Elevator"", ""Air conditioning"", ""Free dryer \u2013 In building"", ""Security cameras on property"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Free washer \u2013 In building"", ""Self check-in"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Bed linens"", ""Hot water"", ""Carbon monoxide alarm""]",242.0,335,159,4.8,4.8,4.78,4.83,4.88,4.91,4.72,9
92,0.0,Kallang,Central Region,1.30778,103.86171,Apartment,Private room,1,1.0,1.0,"[""Heating"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Elevator"", ""Pool view"", ""Microwave"", ""Cleaning available during stay"", ""Dryer"", ""Gym"", ""Lake view"", ""Air conditioning"", ""Bay view"", ""Essentials"", ""Waterfront"", ""Garden view"", ""Golf course view"", ""Shared outdoor pool - available all year, open specific hours, lap pool"", ""Hot water"", ""BBQ grill"", ""City skyline view"", ""Washer""]",150.0,365,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9
